chrom	start	end
NC_018229.1	302765	302781
NC_018229.1	302812	302828
NC_018229.1	302865	302881
NC_018229.1	302960	302976
NC_018229.1	303970	303986
NC_018229.1	304035	304051
NC_018229.1	304099	304115
NC_018229.1	304203	304219
NC_018229.1	304478	304494
NC_018229.1	304584	304600
NC_018229.1	304645	304667
NC_018229.1	304962	304980
NC_018229.1	305008	305024
NC_018229.1	305075	305093
NC_018229.1	305117	305133
NC_018229.1	305204	305220
NC_018229.1	305313	305329
NC_018229.1	305389	305405
NC_018229.1	305784	305800
NC_018229.1	306007	306023
NC_018229.1	306154	306170
NC_018229.1	306416	306440
NC_018229.1	306597	306615
NC_018229.1	307165	307181
NC_018229.1	307279	307301
NC_018229.1	307361	307383
NC_018229.1	307483	307499
NC_018229.1	307527	307543
NC_018229.1	307993	308009
NC_018229.1	308118	308134
NC_018229.1	308167	308183
NC_018229.1	308301	308317
NC_018229.1	308396	308412
NC_018229.1	308710	308726
NC_018229.1	309280	309296
NC_018229.1	309516	309534
NC_018229.1	309742	309758
NC_018229.1	309828	309844
NC_018229.1	309897	309913
NC_018229.1	309918	309934
NC_018229.1	309997	310013
NC_018229.1	310110	310128
NC_018229.1	310198	310214
NC_018229.1	310418	310436
NC_018229.1	310543	310559
NC_018229.1	311198	311216
NC_018229.1	311421	311437
NC_018229.1	311550	311566
NC_018229.1	311665	311681
NC_018229.1	311716	311734
NC_018229.1	312120	312136
NC_018229.1	312245	312261
NC_018229.1	312355	312373
NC_018229.1	312633	312649
NC_018229.1	312746	312762
NC_018229.1	313703	313719
NC_018229.1	313755	313773
NC_018229.1	314045	314061
NC_018229.1	314170	314186
NC_018229.1	314243	314259
NC_018229.1	314479	314495
NC_018229.1	314692	314708
NC_018229.1	314890	314906
NC_018229.1	314931	314947
NC_018229.1	315326	315342
NC_018229.1	315411	315427
NC_018229.1	315838	315856
NC_018229.1	315924	315940
NC_018229.1	316243	316261
NC_018229.1	316330	316346
NC_018229.1	316510	316526
NC_018229.1	316612	316630
NC_018229.1	316726	316742
NC_018229.1	316820	316836
NC_018229.1	317004	317020
NC_018229.1	317092	317108
NC_018229.1	317231	317249
NC_018229.1	317346	317362
NC_018229.1	317396	317416
NC_018229.1	317436	317452
NC_018229.1	317868	317884
NC_018229.1	317917	317933
NC_018229.1	317943	317959
NC_018229.1	318136	318152
NC_018229.1	318414	318430
NC_018229.1	318634	318650
NC_018229.1	319054	319070
NC_018229.1	319205	319229
NC_018229.1	319665	319681
NC_018229.1	320068	320084
NC_018229.1	320132	320154
NC_018229.1	320407	320431
NC_018229.1	320491	320507
NC_018229.1	320561	320579
NC_018229.1	320647	320671
NC_018229.1	320973	320991
NC_018229.1	321055	321071
NC_018229.1	321391	321407
NC_018229.1	321487	321507
NC_018229.1	321775	321791
NC_018229.1	321903	321919
NC_018229.1	322039	322055
NC_018229.1	322056	322072
NC_018229.1	322560	322576
NC_018229.1	322788	322804
NC_018229.1	322970	322988
NC_018229.1	323146	323162
NC_018229.1	323231	323247
NC_018229.1	323279	323295
NC_018229.1	323367	323383
NC_018229.1	323613	323629
NC_018229.1	324026	324048
NC_018229.1	324540	324558
NC_018229.1	324570	324586
NC_018229.1	324721	324737
NC_018229.1	324981	324997
NC_018229.1	325016	325032
NC_018229.1	325140	325156
NC_018229.1	325157	325173
NC_018229.1	325181	325197
NC_018229.1	325220	325238
NC_018229.1	325239	325255
NC_018229.1	325528	325544
NC_018229.1	325698	325720
NC_018229.1	325724	325740
NC_018229.1	326087	326103
NC_018229.1	326143	326159
NC_018229.1	326178	326194
NC_018229.1	326295	326311
NC_018229.1	326661	326679
NC_018229.1	327172	327188
NC_018229.1	327770	327788
NC_018229.1	327853	327869
NC_018229.1	327985	328001
NC_018229.1	328050	328066
NC_018229.1	328112	328128
NC_018229.1	328259	328275
NC_018229.1	328362	328380
NC_018229.1	328454	328470
NC_018229.1	328634	328656
NC_018229.1	328820	328836
NC_018229.1	329140	329156
NC_018229.1	329173	329195
NC_018230.1	-6	14
NC_018230.1	1174	1190
NC_018230.1	1342	1364
NC_018230.1	2593	2609
NC_018230.1	2725	2743
NC_018230.1	3241	3257
NC_018230.1	3674	3690
NC_018230.1	4102	4118
NC_018230.1	4602	4618
NC_018230.1	4708	4724
NC_018230.1	5074	5090
NC_018230.1	6188	6204
NC_018230.1	6362	6378
NC_018230.1	7961	7977
NC_018230.1	8520	8536
NC_018230.1	8945	8961
NC_018230.1	9047	9063
NC_018230.1	9427	9443
NC_018230.1	9495	9511
NC_018230.1	9914	9930
NC_018230.1	10174	10190
NC_018230.1	10871	10887
NC_018230.1	11068	11088
NC_018230.1	11958	11974
NC_018230.1	12237	12253
NC_018230.1	12480	12496
NC_018230.1	12778	12794
NC_018230.1	13231	13247
NC_018230.1	13568	13584
NC_018230.1	14230	14246
NC_018230.1	14603	14627
NC_018230.1	15330	15346
NC_018230.1	16202	16218
NC_018230.1	16248	16264
NC_018230.1	16289	16305
NC_018230.1	16517	16535
NC_018230.1	16663	16679
NC_018230.1	16699	16715
NC_018230.1	16743	16759
NC_018230.1	16775	16791
NC_018230.1	17000	17016
NC_018230.1	17291	17307
NC_018230.1	17472	17488
NC_018230.1	17646	17662
NC_018230.1	17715	17731
NC_018230.1	17971	17989
NC_018230.1	18006	18022
NC_018230.1	18196	18214
NC_018230.1	18229	18245
NC_018230.1	18329	18345
NC_018230.1	18546	18566
NC_018230.1	18809	18825
NC_018230.1	19213	19229
NC_018230.1	19287	19303
NC_018230.1	20060	20076
NC_018230.1	20525	20545
NC_018230.1	20852	20874
NC_018230.1	21082	21098
NC_018230.1	21216	21232
NC_018230.1	21466	21482
NC_018230.1	21539	21555
NC_018230.1	21573	21591
NC_018230.1	21732	21748
NC_018230.1	22026	22042
NC_018230.1	22377	22393
NC_018230.1	22458	22474
NC_018230.1	22823	22839
NC_018230.1	23272	23288
NC_018230.1	23522	23538
NC_018230.1	23860	23876
NC_018230.1	24125	24141
NC_018230.1	24162	24186
NC_018230.1	24188	24204
NC_018230.1	24219	24235
NC_018230.1	24596	24612
NC_018230.1	25438	25454
NC_018230.1	25461	25477
NC_018230.1	25809	25829
NC_018230.1	25897	25913
NC_018230.1	26120	26136
NC_018230.1	26146	26162
NC_018230.1	26217	26233
NC_018230.1	26359	26375
NC_018230.1	26405	26423
NC_018230.1	26668	26684
NC_018230.1	26711	26727
NC_018230.1	26925	26941
NC_018230.1	27219	27235
NC_018230.1	27361	27379
NC_018230.1	27620	27636
NC_018230.1	27868	27884
NC_018230.1	28520	28538
NC_018230.1	28561	28577
NC_018230.1	28723	28739
NC_018230.1	28827	28845
NC_018230.1	28983	28999
NC_018230.1	29101	29117
NC_018230.1	29155	29171
NC_018230.1	29347	29365
NC_018230.1	29467	29485
NC_018230.1	29674	29692
NC_018230.1	29794	29810
NC_018230.1	29855	29871
NC_018230.1	30082	30098
NC_018230.1	30536	30552
NC_018230.1	30729	30745
NC_018230.1	30797	30813
NC_018230.1	30930	30946
NC_018230.1	31325	31341
NC_018230.1	31420	31440
NC_018230.1	31668	31686
NC_018230.1	31822	31838
NC_018230.1	32362	32378
NC_018230.1	32519	32535
NC_018230.1	32878	32894
NC_018230.1	33029	33045
NC_018230.1	33144	33160
NC_018230.1	33176	33192
NC_018230.1	33407	33429
NC_018230.1	33510	33526
NC_018230.1	33602	33618
NC_018230.1	33643	33659
NC_018230.1	33827	33843
NC_018230.1	33953	33969
NC_018230.1	34445	34461
NC_018230.1	34483	34499
NC_018230.1	34538	34560
NC_018230.1	34737	34761
NC_018230.1	34852	34868
NC_018230.1	35454	35470
NC_018230.1	35487	35503
NC_018230.1	35657	35673
NC_018230.1	35693	35709
NC_018230.1	35988	36012
NC_018230.1	36152	36170
NC_018230.1	36343	36359
NC_018230.1	36553	36569
NC_018230.1	36882	36898
NC_018230.1	36920	36936
NC_018230.1	37407	37431
NC_018230.1	37894	37910
NC_018230.1	37911	37927
NC_018230.1	37982	37998
NC_018230.1	38035	38051
NC_018230.1	38287	38303
NC_018230.1	38512	38530
NC_018230.1	38668	38684
NC_018230.1	39739	39755
NC_018230.1	39823	39839
NC_018230.1	39843	39859
NC_018230.1	40127	40143
NC_018230.1	40432	40448
NC_018230.1	40591	40607
NC_018230.1	40623	40639
NC_018230.1	41098	41122
NC_018230.1	41123	41139
NC_018230.1	41302	41322
NC_018230.1	41451	41467
NC_018230.1	41576	41592
NC_018230.1	41755	41771
NC_018230.1	41819	41835
NC_018230.1	42222	42242
NC_018230.1	42677	42693
NC_018230.1	42843	42859
NC_018230.1	42881	42899
NC_018230.1	43017	43041
NC_018230.1	43560	43576
NC_018230.1	43850	43866
NC_018230.1	44041	44057
NC_018230.1	44591	44607
NC_018230.1	45017	45033
NC_018230.1	45072	45088
NC_018230.1	45105	45121
NC_018230.1	45225	45241
NC_018230.1	45249	45267
NC_018230.1	45288	45304
NC_018230.1	45356	45380
NC_018230.1	45394	45410
NC_018230.1	45417	45433
NC_018230.1	45565	45581
NC_018230.1	45587	45605
NC_018230.1	45645	45665
NC_018230.1	45841	45857
NC_018230.1	45882	45898
NC_018230.1	45917	45933
NC_018230.1	46559	46579
NC_018230.1	46652	46670
NC_018230.1	46698	46714
NC_018230.1	46721	46745
NC_018230.1	46787	46803
NC_018230.1	46880	46896
NC_018230.1	46970	46990
NC_018230.1	47184	47200
NC_018230.1	47248	47266
NC_018230.1	47373	47389
NC_018230.1	47431	47447
NC_018230.1	47801	47817
NC_018230.1	47875	47891
NC_018230.1	47972	47996
NC_018230.1	48689	48705
NC_018230.1	49077	49101
NC_018230.1	49343	49359
NC_018230.1	49490	49506
NC_018230.1	49730	49746
NC_018230.1	49898	49914
NC_018230.1	49968	49990
NC_018230.1	50100	50122
NC_018230.1	50173	50189
NC_018230.1	50248	50264
NC_018230.1	50293	50315
NC_018230.1	50376	50392
NC_018230.1	50419	50435
NC_018230.1	50454	50474
NC_018230.1	50530	50554
NC_018230.1	50911	50929
NC_018230.1	50951	50975
NC_018230.1	50981	50997
NC_018230.1	51097	51115
NC_018230.1	51903	51919
NC_018230.1	52316	52336
NC_018230.1	52695	52711
NC_018230.1	53080	53096
NC_018230.1	53182	53206
NC_018230.1	53369	53393
NC_018230.1	53538	53554
NC_018230.1	53601	53623
NC_018230.1	54187	54203
NC_018230.1	54540	54556
NC_018230.1	54738	54760
NC_018230.1	54835	54859
NC_018230.1	54873	54897
NC_018230.1	54979	54997
NC_018230.1	54998	55014
NC_018230.1	55321	55337
NC_018230.1	55408	55432
NC_018230.1	55701	55717
NC_018230.1	55898	55914
NC_018230.1	56505	56521
NC_018230.1	56684	56700
NC_018230.1	56940	56956
NC_018230.1	57072	57088
NC_018230.1	57431	57451
NC_018230.1	57991	58015
NC_018230.1	58095	58119
NC_018230.1	58120	58136
NC_018230.1	58374	58390
NC_018230.1	58615	58637
NC_018230.1	58792	58812
NC_018230.1	58840	58856
NC_018230.1	58876	58898
NC_018230.1	58900	58918
NC_018230.1	58925	58945
NC_018230.1	59191	59215
NC_018230.1	59217	59233
NC_018230.1	59355	59373
NC_018230.1	59448	59472
NC_018230.1	59508	59528
NC_018230.1	59545	59561
NC_018230.1	59568	59584
NC_018230.1	59893	59911
NC_018230.1	59978	59994
NC_018230.1	60422	60444
NC_018230.1	60462	60486
NC_018230.1	60541	60557
NC_018230.1	60574	60590
NC_018230.1	60743	60759
NC_018230.1	60831	60847
NC_018230.1	60873	60895
NC_018230.1	61488	61504
NC_018230.1	61563	61583
NC_018230.1	61766	61782
NC_018230.1	61899	61917
NC_018230.1	61935	61953
NC_018230.1	62070	62086
NC_018230.1	62221	62241
NC_018230.1	62309	62325
NC_018230.1	62340	62356
NC_018230.1	62392	62408
NC_018230.1	62431	62455
NC_018230.1	62578	62594
NC_018230.1	62697	62721
NC_018230.1	62761	62779
NC_018230.1	62806	62824
NC_018230.1	62825	62841
NC_018230.1	62948	62964
NC_018230.1	63094	63114
NC_018230.1	63125	63143
NC_018230.1	63278	63298
NC_018230.1	63369	63387
NC_018230.1	63463	63479
NC_018230.1	63500	63518
NC_018230.1	63810	63828
NC_018230.1	64194	64214
NC_018230.1	64486	64502
NC_018230.1	64516	64540
NC_018230.1	64541	64557
NC_018230.1	64594	64612
NC_018230.1	64687	64703
NC_018230.1	64937	64953
NC_018230.1	65045	65067
NC_018230.1	65195	65219
NC_018230.1	65310	65330
NC_018230.1	65555	65573
NC_018230.1	65917	65933
NC_018230.1	67010	67026
NC_018230.1	69818	69834
NC_018230.1	69935	69951
NC_018230.1	70192	70208
NC_018230.1	70654	70670
NC_018230.1	70880	70898
NC_018230.1	71195	71213
NC_018230.1	71328	71344
NC_018230.1	71348	71364
NC_018230.1	71437	71453
NC_018230.1	71536	71552
NC_018230.1	72197	72215
NC_018230.1	72413	72431
NC_018230.1	72449	72465
NC_018230.1	72535	72551
NC_018230.1	72734	72750
NC_018230.1	72879	72895
NC_018230.1	72966	72982
NC_018230.1	73076	73092
NC_018230.1	73334	73350
NC_018230.1	73423	73441
NC_018230.1	73589	73605
NC_018230.1	73645	73661
NC_018230.1	73699	73715
NC_018230.1	73772	73788
NC_018230.1	74048	74066
NC_018230.1	74284	74302
NC_018230.1	74545	74561
NC_018230.1	74597	74613
NC_018230.1	74643	74659
NC_018230.1	75221	75237
NC_018230.1	75280	75296
NC_018230.1	75710	75734
NC_018230.1	76289	76311
NC_018230.1	76430	76446
NC_018230.1	76449	76465
NC_018230.1	76493	76509
NC_018230.1	76661	76677
NC_018230.1	76905	76921
NC_018230.1	76926	76942
NC_018230.1	77006	77024
NC_018230.1	77951	77967
NC_018230.1	78070	78086
NC_018230.1	78222	78240
NC_018230.1	78363	78383
NC_018230.1	78464	78484
NC_018230.1	78512	78528
NC_018230.1	78535	78557
NC_018230.1	78597	78613
NC_018230.1	78909	78929
NC_018230.1	79017	79033
NC_018230.1	79094	79112
NC_018230.1	79413	79429
NC_018230.1	79457	79475
NC_018230.1	79496	79512
NC_018230.1	79767	79787
NC_018230.1	80114	80138
NC_018230.1	80163	80179
NC_018230.1	80232	80256
NC_018230.1	80257	80273
NC_018230.1	80539	80559
NC_018230.1	80716	80732
NC_018230.1	80867	80891
NC_018230.1	80973	80995
NC_018230.1	81014	81038
NC_018230.1	81145	81161
NC_018230.1	81186	81202
NC_018230.1	81267	81283
NC_018230.1	81460	81482
NC_018230.1	81500	81516
NC_018230.1	81619	81635
NC_018230.1	81730	81746
NC_018230.1	81824	81840
NC_018230.1	81953	81969
NC_018230.1	82094	82118
NC_018230.1	82160	82178
NC_018230.1	82190	82206
NC_018230.1	82209	82225
NC_018230.1	82241	82265
NC_018230.1	82697	82715
NC_018230.1	83029	83045
NC_018230.1	83290	83306
NC_018230.1	83488	83504
NC_018230.1	84017	84033
NC_018230.1	84263	84279
NC_018230.1	84581	84603
NC_018230.1	84819	84835
NC_018230.1	85182	85198
NC_018230.1	85219	85235
NC_018230.1	85294	85310
NC_018230.1	85437	85453
NC_018230.1	85721	85737
NC_018230.1	85799	85815
NC_018230.1	86323	86339
NC_018230.1	86701	86717
NC_018230.1	87057	87073
NC_018230.1	87772	87788
NC_018230.1	87837	87853
NC_018230.1	88670	88690
NC_018230.1	88707	88729
NC_018230.1	88873	88893
NC_018230.1	88904	88920
NC_018230.1	88967	88983
NC_018230.1	89072	89096
NC_018230.1	89190	89212
NC_018230.1	89213	89229
NC_018230.1	89305	89321
NC_018230.1	89435	89453
NC_018230.1	89508	89524
NC_018230.1	89543	89565
NC_018230.1	89664	89680
NC_018230.1	89888	89904
NC_018230.1	90022	90038
NC_018230.1	90188	90204
NC_018230.1	90229	90245
NC_018230.1	90256	90272
NC_018230.1	90399	90415
NC_018230.1	90588	90604
NC_018230.1	90682	90698
NC_018230.1	90747	90763
NC_018230.1	90803	90819
NC_018230.1	91082	91098
NC_018230.1	91516	91532
NC_018230.1	91778	91796
NC_018230.1	92600	92616
NC_018230.1	92764	92780
NC_018230.1	92821	92837
NC_018230.1	92993	93011
NC_018230.1	93049	93065
NC_018230.1	93216	93232
NC_018230.1	93329	93345
NC_018230.1	93391	93415
NC_018230.1	93628	93644
NC_018230.1	94046	94062
NC_018230.1	94143	94159
NC_018230.1	94364	94382
NC_018230.1	94397	94413
NC_018230.1	94520	94538
NC_018230.1	94639	94655
NC_018230.1	94730	94746
NC_018230.1	94767	94783
NC_018230.1	95168	95184
NC_018230.1	95227	95243
NC_018230.1	95439	95455
NC_018230.1	95632	95648
NC_018230.1	95706	95722
NC_018230.1	95916	95932
NC_018230.1	95962	95978
NC_018230.1	96020	96036
NC_018230.1	96056	96072
NC_018230.1	96101	96119
NC_018230.1	96126	96146
NC_018230.1	96332	96348
NC_018230.1	96598	96618
NC_018230.1	96682	96698
NC_018230.1	97186	97202
NC_018230.1	97378	97394
NC_018230.1	97421	97437
NC_018230.1	97662	97678
NC_018230.1	97688	97704
NC_018230.1	97741	97757
NC_018230.1	98149	98165
NC_018230.1	98204	98220
NC_018230.1	98268	98284
NC_018230.1	98354	98370
NC_018230.1	98422	98438
NC_018230.1	98472	98488
NC_018230.1	98562	98578
NC_018230.1	98845	98869
NC_018230.1	99485	99501
NC_018230.1	99716	99736
NC_018230.1	100015	100031
NC_018230.1	100404	100420
NC_018230.1	102559	102575
NC_018230.1	103039	103055
NC_018230.1	103325	103341
NC_018230.1	103470	103486
NC_018230.1	103550	103570
NC_018230.1	103607	103631
NC_018230.1	103681	103697
NC_018230.1	103717	103733
NC_018230.1	103736	103754
NC_018230.1	103903	103919
NC_018230.1	103963	103983
NC_018230.1	104070	104086
NC_018230.1	104174	104190
NC_018230.1	104203	104219
NC_018230.1	104288	104304
NC_018230.1	104389	104405
NC_018230.1	104501	104517
NC_018230.1	104518	104534
NC_018230.1	104560	104576
NC_018230.1	104597	104613
NC_018230.1	104681	104699
NC_018230.1	104865	104881
NC_018230.1	104905	104921
NC_018230.1	105095	105111
NC_018230.1	105147	105165
NC_018230.1	105266	105282
NC_018230.1	105303	105319
NC_018230.1	105387	105403
NC_018230.1	105419	105435
NC_018230.1	105620	105636
NC_018230.1	105659	105675
NC_018230.1	105840	105856
NC_018230.1	106082	106098
NC_018230.1	106222	106244
NC_018230.1	106293	106315
NC_018230.1	106392	106408
NC_018230.1	106423	106443
NC_018230.1	106602	106618
NC_018230.1	106663	106687
NC_018230.1	106691	106707
NC_018230.1	106746	106762
NC_018230.1	106782	106798
NC_018230.1	106865	106881
NC_018230.1	107020	107044
NC_018230.1	107090	107106
NC_018230.1	107257	107273
NC_018230.1	107502	107518
NC_018230.1	107984	108000
NC_018230.1	108291	108307
NC_018230.1	108512	108528
NC_018230.1	108811	108827
NC_018230.1	109576	109592
NC_018230.1	109693	109709
NC_018230.1	109783	109799
NC_018230.1	109908	109932
NC_018230.1	110028	110044
NC_018230.1	110330	110354
NC_018230.1	111043	111059
NC_018230.1	111085	111101
NC_018230.1	111186	111202
NC_018230.1	111272	111288
NC_018230.1	111407	111429
NC_018230.1	112401	112417
NC_018230.1	112561	112581
NC_018230.1	112664	112680
NC_018230.1	112701	112719
NC_018230.1	112789	112805
NC_018230.1	112932	112956
NC_018230.1	113032	113050
NC_018230.1	113096	113112
NC_018230.1	113294	113312
NC_018230.1	113314	113336
NC_018230.1	113423	113443
NC_018230.1	113895	113911
NC_018230.1	114027	114047
NC_018230.1	114068	114084
NC_018230.1	114099	114115
NC_018230.1	114284	114300
NC_018230.1	114301	114317
NC_018230.1	114488	114506
NC_018230.1	114527	114543
NC_018230.1	114900	114916
NC_018230.1	115015	115031
NC_018230.1	115063	115081
NC_018230.1	115146	115162
NC_018230.1	115636	115652
NC_018230.1	115802	115818
NC_018230.1	115972	115988
NC_018230.1	116005	116021
NC_018230.1	116206	116222
NC_018230.1	116279	116295
NC_018230.1	116344	116360
NC_018230.1	116425	116441
NC_018230.1	116464	116480
NC_018230.1	116938	116954
NC_018230.1	117136	117154
NC_018230.1	117271	117287
NC_018230.1	117495	117513
NC_018230.1	117651	117667
NC_018230.1	117668	117684
NC_018230.1	117755	117779
NC_018230.1	117856	117880
NC_018230.1	117911	117935
NC_018230.1	118038	118054
NC_018230.1	118141	118165
NC_018230.1	118451	118467
NC_018230.1	118753	118769
NC_018230.1	118797	118813
NC_018230.1	118841	118857
NC_018230.1	119129	119145
NC_018230.1	119285	119305
NC_018230.1	119306	119324
NC_018230.1	119420	119438
NC_018230.1	119471	119491
NC_018230.1	119917	119933
NC_018230.1	120077	120093
NC_018230.1	120148	120164
NC_018230.1	120301	120317
NC_018230.1	120461	120477
NC_018230.1	120532	120548
NC_018230.1	120751	120767
NC_018230.1	121144	121160
NC_018230.1	121385	121405
NC_018230.1	121505	121521
NC_018230.1	121561	121577
NC_018230.1	121758	121778
NC_018230.1	122342	122364
NC_018230.1	122391	122413
NC_018230.1	122456	122472
NC_018230.1	122571	122587
NC_018230.1	122617	122639
NC_018230.1	122722	122738
NC_018230.1	122753	122773
NC_018230.1	122842	122866
NC_018230.1	122947	122965
NC_018230.1	123131	123147
NC_018230.1	123183	123207
NC_018230.1	123289	123309
NC_018230.1	123566	123582
NC_018230.1	123719	123735
NC_018230.1	123853	123869
NC_018230.1	124171	124189
NC_018230.1	124200	124216
NC_018230.1	124264	124280
NC_018230.1	124283	124299
NC_018230.1	124452	124468
NC_018230.1	124583	124599
NC_018230.1	125093	125113
NC_018230.1	125142	125160
NC_018230.1	125253	125269
NC_018230.1	125376	125392
NC_018230.1	125471	125491
NC_018230.1	125534	125552
NC_018230.1	125981	125997
NC_018230.1	126162	126178
NC_018230.1	126589	126605
NC_018230.1	126660	126676
NC_018230.1	126879	126895
NC_018230.1	127204	127222
NC_018230.1	127282	127306
NC_018230.1	127418	127434
NC_018230.1	127514	127530
NC_018230.1	127589	127613
NC_018230.1	127757	127779
NC_018230.1	127967	127983
NC_018230.1	128013	128029
NC_018230.1	128172	128188
NC_018230.1	128361	128381
NC_018230.1	128416	128432
NC_018230.1	128476	128492
NC_018230.1	128621	128637
NC_018230.1	128718	128738
NC_018230.1	129066	129090
NC_018230.1	129186	129202
NC_018230.1	129270	129290
NC_018230.1	129291	129311
NC_018230.1	129457	129473
NC_018230.1	129601	129617
NC_018230.1	129631	129647
NC_018230.1	129817	129837
NC_018230.1	130116	130136
NC_018230.1	130382	130398
NC_018230.1	130530	130546
NC_018230.1	131072	131088
NC_018230.1	131827	131843
NC_018230.1	132272	132288
NC_018230.1	132432	132456
NC_018230.1	132567	132583
NC_018230.1	132756	132778
NC_018230.1	132813	132829
NC_018230.1	132987	133011
NC_018230.1	133060	133078
NC_018230.1	133096	133112
NC_018230.1	133356	133372
NC_018230.1	133495	133511
NC_018230.1	133531	133547
NC_018230.1	133904	133928
NC_018230.1	133968	133988
NC_018230.1	134131	134147
NC_018230.1	134249	134269
NC_018230.1	134272	134292
NC_018230.1	134399	134415
NC_018230.1	134417	134437
NC_018230.1	134523	134539
NC_018230.1	134867	134883
NC_018230.1	134903	134919
NC_018230.1	134942	134960
NC_018230.1	135068	135086
NC_018230.1	135135	135155
NC_018230.1	135195	135211
NC_018230.1	135322	135338
NC_018230.1	135512	135528
NC_018230.1	135787	135803
NC_018230.1	136056	136072
NC_018230.1	136138	136154
NC_018230.1	136181	136197
NC_018230.1	136254	136270
NC_018230.1	136815	136831
NC_018230.1	136937	136953
NC_018230.1	137130	137146
NC_018230.1	137400	137424
NC_018230.1	137750	137766
NC_018230.1	137911	137927
NC_018230.1	138009	138025
NC_018230.1	138106	138122
NC_018230.1	138137	138153
NC_018230.1	138188	138204
NC_018230.1	138446	138462
NC_018230.1	138502	138518
NC_018230.1	138599	138617
NC_018230.1	138669	138685
NC_018230.1	139044	139060
NC_018230.1	139084	139100
NC_018230.1	139109	139125
NC_018230.1	139195	139211
NC_018230.1	139421	139439
NC_018230.1	139508	139528
NC_018230.1	139747	139763
NC_018230.1	140025	140041
NC_018230.1	140489	140509
NC_018230.1	140534	140550
NC_018230.1	140679	140695
NC_018230.1	141006	141022
NC_018230.1	141028	141050
NC_018230.1	141104	141120
NC_018230.1	141123	141141
NC_018230.1	141235	141251
NC_018230.1	141308	141324
NC_018230.1	141386	141402
NC_018230.1	141910	141928
NC_018230.1	141986	142002
NC_018230.1	142055	142077
NC_018230.1	142217	142233
NC_018230.1	142256	142272
NC_018230.1	142293	142309
NC_018230.1	142379	142399
NC_018230.1	142531	142549
NC_018230.1	142629	142645
NC_018230.1	143214	143232
NC_018230.1	143262	143278
NC_018230.1	143606	143624
NC_018230.1	143736	143760
NC_018230.1	143856	143872
NC_018230.1	144485	144501
NC_018230.1	144764	144780
NC_018230.1	145086	145102
NC_018230.1	145243	145259
NC_018230.1	145665	145685
NC_018230.1	146107	146123
NC_018230.1	146188	146204
NC_018230.1	146490	146506
NC_018230.1	146560	146576
NC_018230.1	146869	146885
NC_018230.1	147066	147082
NC_018230.1	147348	147368
NC_018230.1	147516	147532
NC_018230.1	147714	147730
NC_018230.1	147801	147817
NC_018230.1	147834	147850
NC_018230.1	147966	147982
NC_018230.1	147997	148013
NC_018230.1	148209	148225
NC_018230.1	148238	148254
NC_018230.1	148495	148511
NC_018230.1	148728	148746
NC_018230.1	148889	148905
NC_018230.1	149062	149078
NC_018230.1	149164	149182
NC_018230.1	149491	149515
NC_018230.1	149664	149680
NC_018230.1	149697	149713
NC_018230.1	149715	149735
NC_018230.1	149774	149794
NC_018230.1	149796	149814
NC_018230.1	149888	149904
NC_018230.1	149957	149977
NC_018230.1	150049	150065
NC_018230.1	150110	150128
NC_018230.1	150173	150197
NC_018230.1	150261	150277
NC_018230.1	150562	150580
NC_018230.1	150606	150622
NC_018230.1	150904	150922
NC_018230.1	151017	151035
NC_018230.1	151060	151084
NC_018230.1	151213	151229
NC_018230.1	151311	151327
NC_018230.1	151654	151670
NC_018230.1	151690	151710
NC_018230.1	151915	151931
NC_018230.1	152080	152096
NC_018230.1	152271	152287
NC_018230.1	152308	152324
NC_018230.1	152466	152482
NC_018230.1	152523	152541
NC_018230.1	152675	152699
NC_018230.1	152731	152747
NC_018230.1	152802	152818
NC_018230.1	152841	152857
NC_018230.1	152955	152971
NC_018230.1	153018	153034
NC_018230.1	153056	153076
NC_018230.1	153286	153302
NC_018230.1	153323	153339
NC_018230.1	153660	153680
NC_018230.1	153741	153763
NC_018230.1	153794	153810
NC_018230.1	154124	154140
NC_018230.1	154165	154183
NC_018230.1	154455	154479
NC_018230.1	154597	154613
NC_018230.1	154851	154867
NC_018230.1	154921	154943
NC_018230.1	154987	155011
NC_018230.1	155046	155062
NC_018230.1	155329	155345
NC_018230.1	155544	155566
NC_018230.1	155763	155779
NC_018230.1	155926	155942
NC_018230.1	156001	156017
NC_018230.1	156585	156601
NC_018230.1	156664	156680
NC_018230.1	156793	156813
NC_018230.1	156957	156975
NC_018230.1	157056	157072
NC_018230.1	157521	157537
NC_018230.1	157910	157928
NC_018230.1	158089	158105
NC_018230.1	158423	158439
NC_018230.1	158463	158479
NC_018230.1	158511	158527
NC_018230.1	158544	158562
NC_018230.1	158742	158758
NC_018230.1	158981	158997
NC_018230.1	159102	159118
NC_018230.1	159161	159185
NC_018230.1	159235	159251
NC_018230.1	159296	159320
NC_018230.1	159483	159499
NC_018230.1	159612	159636
NC_018230.1	159779	159795
NC_018230.1	159872	159888
NC_018230.1	160014	160030
NC_018230.1	160034	160058
NC_018230.1	160143	160159
NC_018230.1	160286	160302
NC_018230.1	160494	160516
NC_018230.1	160903	160919
NC_018230.1	161106	161122
NC_018230.1	161434	161452
NC_018230.1	161535	161553
NC_018230.1	161594	161610
NC_018230.1	161694	161710
NC_018230.1	161954	161974
NC_018230.1	162075	162091
NC_018230.1	162278	162294
NC_018230.1	162446	162462
NC_018230.1	162512	162528
NC_018230.1	162829	162845
